nr. sessions,total km,km Z3-4,km Z5-T1-T2,km sprinting,strength training,hours alternative,perceived exertion,perceived trainingSuccess,perceived recovery,nr. sessions.1,total km.1,km Z3-4.1,km Z5-T1-T2.1,km sprinting.1,strength training.1,hours alternative.1,perceived exertion.1,perceived trainingSuccess.1,perceived recovery.1,nr. sessions.2,total km.2,km Z3-4.2,km Z5-T1-T2.2,km sprinting.2,strength training.2,hours alternative.2,perceived exertion.2,perceived trainingSuccess.2,perceived recovery.2,nr. sessions.3,total km.3,km Z3-4.3,km Z5-T1-T2.3,km sprinting.3,strength training.3,hours alternative.3,perceived exertion.3,perceived trainingSuccess.3,perceived recovery.3,nr. sessions.4,total km.4,km Z3-4.4,km Z5-T1-T2.4,km sprinting.4,strength training.4,hours alternative.4,perceived exertion.4,perceived trainingSuccess.4,perceived recovery.4,nr. sessions.5,total km.5,km Z3-4.5,km Z5-T1-T2.5,km sprinting.5,strength training.5,hours alternative.5,perceived exertion.5,perceived trainingSuccess.5,perceived recovery.5,nr. sessions.6,total km.6,km Z3-4.6,km Z5-T1-T2.6,km sprinting.6,strength training.6,hours alternative.6,perceived exertion.6,perceived trainingSuccess.6,perceived recovery.6,Athlete ID,injury,Date
2,24.8,7.7,0,0,0,0,0.38,0.82,0.22,1,9.2,0,0,0,1,0,0.11,0.86,0.4,1,18.3,6.8,0,0,0,0,0.76,0.81,0.24,1,8.9,0,0,0,0,0,0.14,0.78,0.29,2,20,10,0,0,0,0,0.83,0.79,0.25,1,18.3,0,0,0,0,0,0.52,0.52,0.51,1,10,0,0,0,1,0,0.14,0.92,0.18,67,0,1744
1,9.2,0,0,0,1,0,0.11,0.86,0.4,1,18.3,6.8,0,0,0,0,0.76,0.81,0.24,1,8.9,0,0,0,0,0,0.14,0.78,0.29,2,20,10,0,0,0,0,0.83,0.79,0.25,1,18.3,0,0,0,0,0,0.52,0.52,0.51,1,10,0,0,0,1,0,0.14,0.92,0.18,1,11.5,0,3.5,0,0,0,0.72,0.5,0.42,67,0,1745
1,18.3,6.8,0,0,0,0,0.76,0.81,0.24,1,8.9,0,0,0,0,0,0.14,0.78,0.29,2,20,10,0,0,0,0,0.83,0.79,0.25,1,18.3,0,0,0,0,0,0.52,0.52,0.51,1,10,0,0,0,1,0,0.14,0.92,0.18,1,11.5,0,3.5,0,0,0,0.72,0.5,0.42,1,0,0,0,0,1,0,0.34,0.7,0.46,67,0,1746
1,8.9,0,0,0,0,0,0.14,0.78,0.29,2,20,10,0,0,0,0,0.83,0.79,0.25,1,18.3,0,0,0,0,0,0.52,0.52,0.51,1,10,0,0,0,1,0,0.14,0.92,0.18,1,11.5,0,3.5,0,0,0,0.72,0.5,0.42,1,0,0,0,0,1,0,0.34,0.7,0.46,1,13,0,0,0,0,0,0.31,0.57,0.43,67,0,1747
2,20,10,0,0,0,0,0.83,0.79,0.25,1,18.3,0,0,0,0,0,0.52,0.52,0.51,1,10,0,0,0,1,0,0.14,0.92,0.18,1,11.5,0,3.5,0,0,0,0.72,0.5,0.42,1,0,0,0,0,1,0,0.34,0.7,0.46,1,13,0,0,0,0,0,0.31,0.57,0.43,1,9.1,0,0,0,0,0,0.17,0.84,0.53,67,0,1748
1,18.3,0,0,0,0,0,0.52,0.52,0.51,1,10,0,0,0,1,0,0.14,0.92,0.18,1,11.5,0,3.5,0,0,0,0.72,0.5,0.42,1,0,0,0,0,1,0,0.34,0.7,0.46,1,13,0,0,0,0,0,0.31,0.57,0.43,1,9.1,0,0,0,0,0,0.17,0.84,0.53,1,7.7,0,0,0,0,0,0.17,0.58,0.37,67,0,1749
1,10,0,0,0,1,0,0.14,0.92,0.18,1,11.5,0,3.5,0,0,0,0.72,0.5,0.42,1,0,0,0,0,1,0,0.34,0.7,0.46,1,13,0,0,0,0,0,0.31,0.57,0.43,1,9.1,0,0,0,0,0,0.17,0.84,0.53,1,7.7,0,0,0,0,0,0.17,0.58,0.37,2,31,21.1,0,0,0,0,0.51,0.52,0.48,67,0,1750
1,11.5,0,3.5,0,0,0,0.72,0.5,0.42,1,0,0,0,0,1,0,0.34,0.7,0.46,1,13,0,0,0,0,0,0.31,0.57,0.43,1,9.1,0,0,0,0,0,0.17,0.84,0.53,1,7.7,0,0,0,0,0,0.17,0.58,0.37,2,31,21.1,0,0,0,0,0.51,0.52,0.48,1,9.1,0,0,0,0,0,0.49,0.5,0.5,67,0,1751
1,0,0,0,0,1,0,0.34,0.7,0.46,1,13,0,0,0,0,0,0.31,0.57,0.43,1,9.1,0,0,0,0,0,0.17,0.84,0.53,1,7.7,0,0,0,0,0,0.17,0.58,0.37,2,31,21.1,0,0,0,0,0.51,0.52,0.48,1,9.1,0,0,0,0,0,0.49,0.5,0.5,2,27.5,8.3,0,0,0,0,0.69,0.64,0.42,67,0,1752
1,13,0,0,0,0,0,0.31,0.57,0.43,1,9.1,0,0,0,0,0,0.17,0.84,0.53,1,7.7,0,0,0,0,0,0.17,0.58,0.37,2,31,21.1,0,0,0,0,0.51,0.52,0.48,1,9.1,0,0,0,0,0,0.49,0.5,0.5,2,27.5,8.3,0,0,0,0,0.69,0.64,0.42,2,18.4,0,0,0,1,0,0.2,0.78,0.41,67,0,1753
1,9.1,0,0,0,0,0,0.17,0.84,0.53,1,7.7,0,0,0,0,0,0.17,0.58,0.37,2,31,21.1,0,0,0,0,0.51,0.52,0.48,1,9.1,0,0,0,0,0,0.49,0.5,0.5,2,27.5,8.3,0,0,0,0,0.69,0.64,0.42,2,18.4,0,0,0,1,0,0.2,0.78,0.41,1,20.5,0,6,0,0,0,0.89,0.69,0.4,67,0,1754
1,7.7,0,0,0,0,0,0.17,0.58,0.37,2,31,21.1,0,0,0,0,0.51,0.52,0.48,1,9.1,0,0,0,0,0,0.49,0.5,0.5,2,27.5,8.3,0,0,0,0,0.69,0.64,0.42,2,18.4,0,0,0,1,0,0.2,0.78,0.41,1,20.5,0,6,0,0,0,0.89,0.69,0.4,2,8.3,0,0,0,1,0,0.23,0.71,0.4,67,0,1755
2,31,21.1,0,0,0,0,0.51,0.52,0.48,1,9.1,0,0,0,0,0,0.49,0.5,0.5,2,27.5,8.3,0,0,0,0,0.69,0.64,0.42,2,18.4,0,0,0,1,0,0.2,0.78,0.41,1,20.5,0,6,0,0,0,0.89,0.69,0.4,2,8.3,0,0,0,1,0,0.23,0.71,0.4,1,9.7,0,0,0,0,0,0.21,0.8,0.37,67,0,1756
1,9.1,0,0,0,0,0,0.49,0.5,0.5,2,27.5,8.3,0,0,0,0,0.69,0.64,0.42,2,18.4,0,0,0,1,0,0.2,0.78,0.41,1,20.5,0,6,0,0,0,0.89,0.69,0.4,2,8.3,0,0,0,1,0,0.23,0.71,0.4,1,9.7,0,0,0,0,0,0.21,0.8,0.37,1,23.2,0,5,0,0,0,0.55,0.64,0.36,67,0,1757
2,27.5,8.3,0,0,0,0,0.69,0.64,0.42,2,18.4,0,0,0,1,0,0.2,0.78,0.41,1,20.5,0,6,0,0,0,0.89,0.69,0.4,2,8.3,0,0,0,1,0,0.23,0.71,0.4,1,9.7,0,0,0,0,0,0.21,0.8,0.37,1,23.2,0,5,0,0,0,0.55,0.64,0.36,1,10.4,0,0,0,1,0,0.17,0.84,0.28,67,0,1758
2,18.4,0,0,0,1,0,0.2,0.78,0.41,1,20.5,0,6,0,0,0,0.89,0.69,0.4,2,8.3,0,0,0,1,0,0.23,0.71,0.4,1,9.7,0,0,0,0,0,0.21,0.8,0.37,1,23.2,0,5,0,0,0,0.55,0.64,0.36,1,10.4,0,0,0,1,0,0.17,0.84,0.28,1,14.5,0,6,0,0,0,0.8,0.51,0.51,67,0,1759
1,20.5,0,6,0,0,0,0.89,0.69,0.4,2,8.3,0,0,0,1,0,0.23,0.71,0.4,1,9.7,0,0,0,0,0,0.21,0.8,0.37,1,23.2,0,5,0,0,0,0.55,0.64,0.36,1,10.4,0,0,0,1,0,0.17,0.84,0.28,1,14.5,0,6,0,0,0,0.8,0.51,0.51,2,17.7,0,0,0,1,0,0.2,0.51,0.51,67,0,1760
2,8.3,0,0,0,1,0,0.23,0.71,0.4,1,9.7,0,0,0,0,0,0.21,0.8,0.37,1,23.2,0,5,0,0,0,0.55,0.64,0.36,1,10.4,0,0,0,1,0,0.17,0.84,0.28,1,14.5,0,6,0,0,0,0.8,0.51,0.51,2,17.7,0,0,0,1,0,0.2,0.51,0.51,1,16.4,0,6.8,0,0,0,0.63,0.57,0.59,67,0,1761
1,9.7,0,0,0,0,0,0.21,0.8,0.37,1,23.2,0,5,0,0,0,0.55,0.64,0.36,1,10.4,0,0,0,1,0,0.17,0.84,0.28,1,14.5,0,6,0,0,0,0.8,0.51,0.51,2,17.7,0,0,0,1,0,0.2,0.51,0.51,1,16.4,0,6.8,0,0,0,0.63,0.57,0.59,1,9.6,0,0,0,1,0,0.2,0.63,0.53,67,0,1762
1,23.2,0,5,0,0,0,0.55,0.64,0.36,1,10.4,0,0,0,1,0,0.17,0.84,0.28,1,14.5,0,6,0,0,0,0.8,0.51,0.51,2,17.7,0,0,0,1,0,0.2,0.51,0.51,1,16.4,0,6.8,0,0,0,0.63,0.57,0.59,1,9.6,0,0,0,1,0,0.2,0.63,0.53,1,17,11.5,0,0,0,0,0.66,0.83,0.4,67,0,1763
1,10.4,0,0,0,1,0,0.17,0.84,0.28,1,14.5,0,6,0,0,0,0.8,0.51,0.51,2,17.7,0,0,0,1,0,0.2,0.51,0.51,1,16.4,0,6.8,0,0,0,0.63,0.57,0.59,1,9.6,0,0,0,1,0,0.2,0.63,0.53,1,17,11.5,0,0,0,0,0.66,0.83,0.4,1,24.9,0,0,0,0,0,0.31,0.62,0.47,67,0,1764
1,14.5,0,6,0,0,0,0.8,0.51,0.51,2,17.7,0,0,0,1,0,0.2,0.51,0.51,1,16.4,0,6.8,0,0,0,0.63,0.57,0.59,1,9.6,0,0,0,1,0,0.2,0.63,0.53,1,17,11.5,0,0,0,0,0.66,0.83,0.4,1,24.9,0,0,0,0,0,0.31,0.62,0.47,1,6.4,0,0,0,0,0,0.2,0.79,0.38,67,0,1765
2,17.7,0,0,0,1,0,0.2,0.51,0.51,1,16.4,0,6.8,0,0,0,0.63,0.57,0.59,1,9.6,0,0,0,1,0,0.2,0.63,0.53,1,17,11.5,0,0,0,0,0.66,0.83,0.4,1,24.9,0,0,0,0,0,0.31,0.62,0.47,1,6.4,0,0,0,0,0,0.2,0.79,0.38,1,12.9,0,0,0,0,0,0.33,0.64,0.65,67,0,1766
1,16.4,0,6.8,0,0,0,0.63,0.57,0.59,1,9.6,0,0,0,1,0,0.2,0.63,0.53,1,17,11.5,0,0,0,0,0.66,0.83,0.4,1,24.9,0,0,0,0,0,0.31,0.62,0.47,1,6.4,0,0,0,0,0,0.2,0.79,0.38,1,12.9,0,0,0,0,0,0.33,0.64,0.65,1,9.1,0,0,0,1,0,0.18,0.81,0.49,67,0,1767
1,9.6,0,0,0,1,0,0.2,0.63,0.53,1,17,11.5,0,0,0,0,0.66,0.83,0.4,1,24.9,0,0,0,0,0,0.31,0.62,0.47,1,6.4,0,0,0,0,0,0.2,0.79,0.38,1,12.9,0,0,0,0,0,0.33,0.64,0.65,1,9.1,0,0,0,1,0,0.18,0.81,0.49,1,13.7,6.2,0,0,0,0,0.3,0.49,0.49,67,0,1768
1,17,11.5,0,0,0,0,0.66,0.83,0.4,1,24.9,0,0,0,0,0,0.31,0.62,0.47,1,6.4,0,0,0,0,0,0.2,0.79,0.38,1,12.9,0,0,0,0,0,0.33,0.64,0.65,1,9.1,0,0,0,1,0,0.18,0.81,0.49,1,13.7,6.2,0,0,0,0,0.3,0.49,0.49,1,7.2,0,0,0,0,0,0.15,0.89,0.3,67,0,1769
1,24.9,0,0,0,0,0,0.31,0.62,0.47,1,6.4,0,0,0,0,0,0.2,0.79,0.38,1,12.9,0,0,0,0,0,0.33,0.64,0.65,1,9.1,0,0,0,1,0,0.18,0.81,0.49,1,13.7,6.2,0,0,0,0,0.3,0.49,0.49,1,7.2,0,0,0,0,0,0.15,0.89,0.3,1,7.1,0,0,0,0,0,0.2,0.58,0.35,67,0,1770
1,6.4,0,0,0,0,0,0.2,0.79,0.38,1,12.9,0,0,0,0,0,0.33,0.64,0.65,1,9.1,0,0,0,1,0,0.18,0.81,0.49,1,13.7,6.2,0,0,0,0,0.3,0.49,0.49,1,7.2,0,0,0,0,0,0.15,0.89,0.3,1,7.1,0,0,0,0,0,0.2,0.58,0.35,2,20,8,0,0,0,0,0.63,0.54,0.37,67,0,1771
1,12.9,0,0,0,0,0,0.33,0.64,0.65,1,9.1,0,0,0,1,0,0.18,0.81,0.49,1,13.7,6.2,0,0,0,0,0.3,0.49,0.49,1,7.2,0,0,0,0,0,0.15,0.89,0.3,1,7.1,0,0,0,0,0,0.2,0.58,0.35,2,20,8,0,0,0,0,0.63,0.54,0.37,1,10,0,0,0,0,0,0.17,0.52,0.52,67,0,1772
1,9.1,0,0,0,1,0,0.18,0.81,0.49,1,13.7,6.2,0,0,0,0,0.3,0.49,0.49,1,7.2,0,0,0,0,0,0.15,0.89,0.3,1,7.1,0,0,0,0,0,0.2,0.58,0.35,2,20,8,0,0,0,0,0.63,0.54,0.37,1,10,0,0,0,0,0,0.17,0.52,0.52,1,14.5,0,4.5,0,0,0,0.39,0.76,0.39,67,0,1773
1,13.7,6.2,0,0,0,0,0.3,0.49,0.49,1,7.2,0,0,0,0,0,0.15,0.89,0.3,1,7.1,0,0,0,0,0,0.2,0.58,0.35,2,20,8,0,0,0,0,0.63,0.54,0.37,1,10,0,0,0,0,0,0.17,0.52,0.52,1,14.5,0,4.5,0,0,0,0.39,0.76,0.39,1,8.4,0,0,0,1,0,0.27,0.69,0.39,67,0,1774
1,7.2,0,0,0,0,0,0.15,0.89,0.3,1,7.1,0,0,0,0,0,0.2,0.58,0.35,2,20,8,0,0,0,0,0.63,0.54,0.37,1,10,0,0,0,0,0,0.17,0.52,0.52,1,14.5,0,4.5,0,0,0,0.39,0.76,0.39,1,8.4,0,0,0,1,0,0.27,0.69,0.39,1,17,0,5,0,0,0,0.72,0.72,0.3,67,0,1775
1,7.1,0,0,0,0,0,0.2,0.58,0.35,2,20,8,0,0,0,0,0.63,0.54,0.37,1,10,0,0,0,0,0,0.17,0.52,0.52,1,14.5,0,4.5,0,0,0,0.39,0.76,0.39,1,8.4,0,0,0,1,0,0.27,0.69,0.39,1,17,0,5,0,0,0,0.72,0.72,0.3,2,9,0,0,0,1,0,0.28,0.77,0.34,67,0,1776
2,20,8,0,0,0,0,0.63,0.54,0.37,1,10,0,0,0,0,0,0.17,0.52,0.52,1,14.5,0,4.5,0,0,0,0.39,0.76,0.39,1,8.4,0,0,0,1,0,0.27,0.69,0.39,1,17,0,5,0,0,0,0.72,0.72,0.3,2,9,0,0,0,1,0,0.28,0.77,0.34,1,18.5,11.3,0,0,0,0,0.84,0.75,0.42,67,0,1777
1,10,0,0,0,0,0,0.17,0.52,0.52,1,14.5,0,4.5,0,0,0,0.39,0.76,0.39,1,8.4,0,0,0,1,0,0.27,0.69,0.39,1,17,0,5,0,0,0,0.72,0.72,0.3,2,9,0,0,0,1,0,0.28,0.77,0.34,1,18.5,11.3,0,0,0,0,0.84,0.75,0.42,1,17.6,0,0,0,0,0,0.34,0.86,0.3,67,0,1778
1,14.5,0,4.5,0,0,0,0.39,0.76,0.39,1,8.4,0,0,0,1,0,0.27,0.69,0.39,1,17,0,5,0,0,0,0.72,0.72,0.3,2,9,0,0,0,1,0,0.28,0.77,0.34,1,18.5,11.3,0,0,0,0,0.84,0.75,0.42,1,17.6,0,0,0,0,0,0.34,0.86,0.3,1,14.3,0,0,0,1,0,0.19,0.81,0.26,67,0,1779
1,8.4,0,0,0,1,0,0.27,0.69,0.39,1,17,0,5,0,0,0,0.72,0.72,0.3,2,9,0,0,0,1,0,0.28,0.77,0.34,1,18.5,11.3,0,0,0,0,0.84,0.75,0.42,1,17.6,0,0,0,0,0,0.34,0.86,0.3,1,14.3,0,0,0,1,0,0.19,0.81,0.26,2,26.7,8.7,0,0,0,0,0.45,0.72,0.21,67,0,1780
1,17,0,5,0,0,0,0.72,0.72,0.3,2,9,0,0,0,1,0,0.28,0.77,0.34,1,18.5,11.3,0,0,0,0,0.84,0.75,0.42,1,17.6,0,0,0,0,0,0.34,0.86,0.3,1,14.3,0,0,0,1,0,0.19,0.81,0.26,2,26.7,8.7,0,0,0,0,0.45,0.72,0.21,1,9,0,0,0,1,0,0.31,0.65,0.22,67,0,1781
2,9,0,0,0,1,0,0.28,0.77,0.34,1,18.5,11.3,0,0,0,0,0.84,0.75,0.42,1,17.6,0,0,0,0,0,0.34,0.86,0.3,1,14.3,0,0,0,1,0,0.19,0.81,0.26,2,26.7,8.7,0,0,0,0,0.45,0.72,0.21,1,9,0,0,0,1,0,0.31,0.65,0.22,2,21.9,0,6.5,0,0,0,0.6,0.88,0.35,67,0,1782
1,18.5,11.3,0,0,0,0,0.84,0.75,0.42,1,17.6,0,0,0,0,0,0.34,0.86,0.3,1,14.3,0,0,0,1,0,0.19,0.81,0.26,2,26.7,8.7,0,0,0,0,0.45,0.72,0.21,1,9,0,0,0,1,0,0.31,0.65,0.22,2,21.9,0,6.5,0,0,0,0.6,0.88,0.35,1,8.7,0,0,0,1,0,0.19,0.85,0.31,67,0,1783
1,17.6,0,0,0,0,0,0.34,0.86,0.3,1,14.3,0,0,0,1,0,0.19,0.81,0.26,2,26.7,8.7,0,0,0,0,0.45,0.72,0.21,1,9,0,0,0,1,0,0.31,0.65,0.22,2,21.9,0,6.5,0,0,0,0.6,0.88,0.35,1,8.7,0,0,0,1,0,0.19,0.85,0.31,2,16.2,5.2,0,0,0,0,0.57,0.72,0.39,67,0,1784
1,14.3,0,0,0,1,0,0.19,0.81,0.26,2,26.7,8.7,0,0,0,0,0.45,0.72,0.21,1,9,0,0,0,1,0,0.31,0.65,0.22,2,21.9,0,6.5,0,0,0,0.6,0.88,0.35,1,8.7,0,0,0,1,0,0.19,0.85,0.31,2,16.2,5.2,0,0,0,0,0.57,0.72,0.39,1,19,0,0,0,0,0,0.26,0.8,0.36,67,0,1785
2,26.7,8.7,0,0,0,0,0.45,0.72,0.21,1,9,0,0,0,1,0,0.31,0.65,0.22,2,21.9,0,6.5,0,0,0,0.6,0.88,0.35,1,8.7,0,0,0,1,0,0.19,0.85,0.31,2,16.2,5.2,0,0,0,0,0.57,0.72,0.39,1,19,0,0,0,0,0,0.26,0.8,0.36,2,0,0,0,0,1,1.5,0.26,0.77,0.24,67,0,1786
1,9,0,0,0,1,0,0.31,0.65,0.22,2,21.9,0,6.5,0,0,0,0.6,0.88,0.35,1,8.7,0,0,0,1,0,0.19,0.85,0.31,2,16.2,5.2,0,0,0,0,0.57,0.72,0.39,1,19,0,0,0,0,0,0.26,0.8,0.36,2,0,0,0,0,1,1.5,0.26,0.77,0.24,1,12.8,0,0,0,0,0,0.17,0.81,0.17,67,0,1787
2,21.9,0,6.5,0,0,0,0.6,0.88,0.35,1,8.7,0,0,0,1,0,0.19,0.85,0.31,2,16.2,5.2,0,0,0,0,0.57,0.72,0.39,1,19,0,0,0,0,0,0.26,0.8,0.36,2,0,0,0,0,1,1.5,0.26,0.77,0.24,1,12.8,0,0,0,0,0,0.17,0.81,0.17,1,9,0,0,0,1,0,0.27,0.84,0.28,67,0,1788
1,8.7,0,0,0,1,0,0.19,0.85,0.31,2,16.2,5.2,0,0,0,0,0.57,0.72,0.39,1,19,0,0,0,0,0,0.26,0.8,0.36,2,0,0,0,0,1,1.5,0.26,0.77,0.24,1,12.8,0,0,0,0,0,0.17,0.81,0.17,1,9,0,0,0,1,0,0.27,0.84,0.28,1,16.1,0,6.4,0,0,0,0.54,0.85,0.53,67,0,1789
2,16.2,5.2,0,0,0,0,0.57,0.72,0.39,1,19,0,0,0,0,0,0.26,0.8,0.36,2,0,0,0,0,1,1.5,0.26,0.77,0.24,1,12.8,0,0,0,0,0,0.17,0.81,0.17,1,9,0,0,0,1,0,0.27,0.84,0.28,1,16.1,0,6.4,0,0,0,0.54,0.85,0.53,1,8.9,0,0,0,1,0,0.24,0.61,0.41,67,0,1790
1,19,0,0,0,0,0,0.26,0.8,0.36,2,0,0,0,0,1,1.5,0.26,0.77,0.24,1,12.8,0,0,0,0,0,0.17,0.81,0.17,1,9,0,0,0,1,0,0.27,0.84,0.28,1,16.1,0,6.4,0,0,0,0.54,0.85,0.53,1,8.9,0,0,0,1,0,0.24,0.61,0.41,1,12.6,0,0,0,0,0,0.29,0.57,0.53,67,0,1791
2,0,0,0,0,1,1.5,0.26,0.77,0.24,1,12.8,0,0,0,0,0,0.17,0.81,0.17,1,9,0,0,0,1,0,0.27,0.84,0.28,1,16.1,0,6.4,0,0,0,0.54,0.85,0.53,1,8.9,0,0,0,1,0,0.24,0.61,0.41,1,12.6,0,0,0,0,0,0.29,0.57,0.53,1,16.2,5.2,0,0,0,0,0.73,0.86,0.39,67,0,1792
1,12.8,0,0,0,0,0,0.17,0.81,0.17,1,9,0,0,0,1,0,0.27,0.84,0.28,1,16.1,0,6.4,0,0,0,0.54,0.85,0.53,1,8.9,0,0,0,1,0,0.24,0.61,0.41,1,12.6,0,0,0,0,0,0.29,0.57,0.53,1,16.2,5.2,0,0,0,0,0.73,0.86,0.39,1,14,0,0,0,1,0,0.26,0.64,0.44,67,0,1793
1,9,0,0,0,1,0,0.27,0.84,0.28,1,16.1,0,6.4,0,0,0,0.54,0.85,0.53,1,8.9,0,0,0,1,0,0.24,0.61,0.41,1,12.6,0,0,0,0,0,0.29,0.57,0.53,1,16.2,5.2,0,0,0,0,0.73,0.86,0.39,1,14,0,0,0,1,0,0.26,0.64,0.44,2,24.3,7.5,0,0,0,0,0.66,0.52,0.42,67,0,1794
1,16.1,0,6.4,0,0,0,0.54,0.85,0.53,1,8.9,0,0,0,1,0,0.24,0.61,0.41,1,12.6,0,0,0,0,0,0.29,0.57,0.53,1,16.2,5.2,0,0,0,0,0.73,0.86,0.39,1,14,0,0,0,1,0,0.26,0.64,0.44,2,24.3,7.5,0,0,0,0,0.66,0.52,0.42,2,18.7,0,0,0,1,0,0.61,0.51,0.46,67,0,1795
1,8.9,0,0,0,1,0,0.24,0.61,0.41,1,12.6,0,0,0,0,0,0.29,0.57,0.53,1,16.2,5.2,0,0,0,0,0.73,0.86,0.39,1,14,0,0,0,1,0,0.26,0.64,0.44,2,24.3,7.5,0,0,0,0,0.66,0.52,0.42,2,18.7,0,0,0,1,0,0.61,0.51,0.46,1,21.5,0,6,0,0,0,0.64,0.79,0.34,67,0,1796
1,12.6,0,0,0,0,0,0.29,0.57,0.53,1,16.2,5.2,0,0,0,0,0.73,0.86,0.39,1,14,0,0,0,1,0,0.26,0.64,0.44,2,24.3,7.5,0,0,0,0,0.66,0.52,0.42,2,18.7,0,0,0,1,0,0.61,0.51,0.46,1,21.5,0,6,0,0,0,0.64,0.79,0.34,2,9,0,0,0,1,0,0.24,0.72,0.36,67,0,1797
1,16.2,5.2,0,0,0,0,0.73,0.86,0.39,1,14,0,0,0,1,0,0.26,0.64,0.44,2,24.3,7.5,0,0,0,0,0.66,0.52,0.42,2,18.7,0,0,0,1,0,0.61,0.51,0.46,1,21.5,0,6,0,0,0,0.64,0.79,0.34,2,9,0,0,0,1,0,0.24,0.72,0.36,1,16,9.4,0,0,0,0,0.48,0.82,0.41,67,0,1798
1,14,0,0,0,1,0,0.26,0.64,0.44,2,24.3,7.5,0,0,0,0,0.66,0.52,0.42,2,18.7,0,0,0,1,0,0.61,0.51,0.46,1,21.5,0,6,0,0,0,0.64,0.79,0.34,2,9,0,0,0,1,0,0.24,0.72,0.36,1,16,9.4,0,0,0,0,0.48,0.82,0.41,1,25.2,0,0,0,0,0,0.35,0.69,0.34,67,0,1799
2,24.3,7.5,0,0,0,0,0.66,0.52,0.42,2,18.7,0,0,0,1,0,0.61,0.51,0.46,1,21.5,0,6,0,0,0,0.64,0.79,0.34,2,9,0,0,0,1,0,0.24,0.72,0.36,1,16,9.4,0,0,0,0,0.48,0.82,0.41,1,25.2,0,0,0,0,0,0.35,0.69,0.34,1,13.9,0,0,0,1,0,0.28,0.8,0.28,67,0,1800
2,18.7,0,0,0,1,0,0.61,0.51,0.46,1,21.5,0,6,0,0,0,0.64,0.79,0.34,2,9,0,0,0,1,0,0.24,0.72,0.36,1,16,9.4,0,0,0,0,0.48,0.82,0.41,1,25.2,0,0,0,0,0,0.35,0.69,0.34,1,13.9,0,0,0,1,0,0.28,0.8,0.28,2,23.6,0,6,0,0,0,0.76,0.76,0.39,67,0,1801
1,21.5,0,6,0,0,0,0.64,0.79,0.34,2,9,0,0,0,1,0,0.24,0.72,0.36,1,16,9.4,0,0,0,0,0.48,0.82,0.41,1,25.2,0,0,0,0,0,0.35,0.69,0.34,1,13.9,0,0,0,1,0,0.28,0.8,0.28,2,23.6,0,6,0,0,0,0.76,0.76,0.39,1,8.6,0,0,0,1,0,0.24,0.66,0.39,67,0,1802
2,9,0,0,0,1,0,0.24,0.72,0.36,1,16,9.4,0,0,0,0,0.48,0.82,0.41,1,25.2,0,0,0,0,0,0.35,0.69,0.34,1,13.9,0,0,0,1,0,0.28,0.8,0.28,2,23.6,0,6,0,0,0,0.76,0.76,0.39,1,8.6,0,0,0,1,0,0.24,0.66,0.39,1,11.1,0,0,0,0,0,0.21,0.8,0.39,67,0,1803
1,16,9.4,0,0,0,0,0.48,0.82,0.41,1,25.2,0,0,0,0,0,0.35,0.69,0.34,1,13.9,0,0,0,1,0,0.28,0.8,0.28,2,23.6,0,6,0,0,0,0.76,0.76,0.39,1,8.6,0,0,0,1,0,0.24,0.66,0.39,1,11.1,0,0,0,0,0,0.21,0.8,0.39,1,6.1,0,0,0,0,0,0.26,0.5,0.5,67,0,1804
1,25.2,0,0,0,0,0,0.35,0.69,0.34,1,13.9,0,0,0,1,0,0.28,0.8,0.28,2,23.6,0,6,0,0,0,0.76,0.76,0.39,1,8.6,0,0,0,1,0,0.24,0.66,0.39,1,11.1,0,0,0,0,0,0.21,0.8,0.39,1,6.1,0,0,0,0,0,0.26,0.5,0.5,2,17.5,6.2,0,0,0,0,0.67,0.68,0.34,67,0,1805
1,13.9,0,0,0,1,0,0.28,0.8,0.28,2,23.6,0,6,0,0,0,0.76,0.76,0.39,1,8.6,0,0,0,1,0,0.24,0.66,0.39,1,11.1,0,0,0,0,0,0.21,0.8,0.39,1,6.1,0,0,0,0,0,0.26,0.5,0.5,2,17.5,6.2,0,0,0,0,0.67,0.68,0.34,1,10.4,0,0,0,0,0,0.28,0.71,0.46,67,0,1806
2,23.6,0,6,0,0,0,0.76,0.76,0.39,1,8.6,0,0,0,1,0,0.24,0.66,0.39,1,11.1,0,0,0,0,0,0.21,0.8,0.39,1,6.1,0,0,0,0,0,0.26,0.5,0.5,2,17.5,6.2,0,0,0,0,0.67,0.68,0.34,1,10.4,0,0,0,0,0,0.28,0.71,0.46,1,9.8,0,0,0,0,0,0.21,0.65,0.42,67,0,1807
1,8.6,0,0,0,1,0,0.24,0.66,0.39,1,11.1,0,0,0,0,0,0.21,0.8,0.39,1,6.1,0,0,0,0,0,0.26,0.5,0.5,2,17.5,6.2,0,0,0,0,0.67,0.68,0.34,1,10.4,0,0,0,0,0,0.28,0.71,0.46,1,9.8,0,0,0,0,0,0.21,0.65,0.42,1,13.4,0,0,0,1,0,0.44,0.39,0.57,67,0,1808
